# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_sequence_feature	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_upstream_gene_variant
EIF1AY	ENSG00000198692	ENST00000464196	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
EIF1AY	ENSG00000198692	ENST00000485584	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
EIF2B1	ENSG00000111361	ENST00000424014	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EIF2B1	ENSG00000111361	ENST00000452159	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EIF2B1	ENSG00000111361	ENST00000534960	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EIF2B1	ENSG00000111361	ENST00000537073	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EIF2B1	ENSG00000111361	ENST00000539951	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EIF2B1	ENSG00000111361	ENST00000543940	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EIF5AP3	ENSG00000267346	ENST00000589460	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ELAVL1	ENSG00000066044	ENST00000351593	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ELAVL1	ENSG00000066044	ENST00000407627	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ELAVL1	ENSG00000066044	ENST00000593807	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ELAVL1	ENSG00000066044	ENST00000596459	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ELL	ENSG00000105656	ENST00000262809	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ELL	ENSG00000105656	ENST00000594635	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ELL	ENSG00000105656	ENST00000596915	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
EMCN	ENSG00000164035	ENST00000510657	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EMILIN2	ENSG00000132205	ENST00000254528	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EMR1	ENSG00000174837	ENST00000250572	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EMR1	ENSG00000174837	ENST00000312053	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EMR1	ENSG00000174837	ENST00000381404	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EMR1	ENSG00000174837	ENST00000381407	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EMR1	ENSG00000174837	ENST00000450315	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EMR2	ENSG00000127507	ENST00000315576	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EMR2	ENSG00000127507	ENST00000346057	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EMR2	ENSG00000127507	ENST00000353005	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EMR2	ENSG00000127507	ENST00000353876	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EMR2	ENSG00000127507	ENST00000360222	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EMR2	ENSG00000127507	ENST00000392962	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EMR2	ENSG00000127507	ENST00000392964	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EMR2	ENSG00000127507	ENST00000392965	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EMR2	ENSG00000127507	ENST00000392967	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EMR2	ENSG00000127507	ENST00000594076	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EMR2	ENSG00000127507	ENST00000594294	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EMR2	ENSG00000127507	ENST00000595208	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EMR2	ENSG00000127507	ENST00000595839	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EMR2	ENSG00000127507	ENST00000596991	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EMR2	ENSG00000127507	ENST00000601345	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPB41	ENSG00000159023	ENST00000343067	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPB41	ENSG00000159023	ENST00000347529	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPB41	ENSG00000159023	ENST00000349460	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPB41	ENSG00000159023	ENST00000356093	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPB41	ENSG00000159023	ENST00000373797	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPB41	ENSG00000159023	ENST00000373798	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPB41	ENSG00000159023	ENST00000373800	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPB41	ENSG00000159023	ENST00000398863	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPB41	ENSG00000159023	ENST00000482464	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPCAM	ENSG00000119888	ENST00000405271	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPCAM	ENSG00000119888	ENST00000456133	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPG5	ENSG00000152223	ENST00000282041	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPG5	ENSG00000152223	ENST00000587974	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPHA1-AS1	ENSG00000229153	ENST00000429289	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPS15L1	ENSG00000127527	ENST00000248070	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPS15L1	ENSG00000127527	ENST00000455140	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPS15L1	ENSG00000127527	ENST00000535753	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPS15L1	ENSG00000127527	ENST00000592031	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPS15L1	ENSG00000127527	ENST00000594975	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPS15L1	ENSG00000127527	ENST00000596151	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
EPS15L1	ENSG00000127527	ENST00000597937	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPS15L1	ENSG00000127527	ENST00000602009	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPS15L1	ENSG00000127527	ENST00000602022	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPS8L2	ENSG00000177106	ENST00000318562	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
EPS8L2	ENSG00000177106	ENST00000524763	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EPS8L2	ENSG00000177106	ENST00000526380	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
EPS8L2	ENSG00000177106	ENST00000526909	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
EPS8L2	ENSG00000177106	ENST00000527199	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
EPS8L2	ENSG00000177106	ENST00000527807	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
EPS8L2	ENSG00000177106	ENST00000529346	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
EPS8L2	ENSG00000177106	ENST00000529680	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
EPS8L2	ENSG00000177106	ENST00000530093	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
EPS8L2	ENSG00000177106	ENST00000530636	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
EPS8L2	ENSG00000177106	ENST00000531348	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
EPS8L2	ENSG00000177106	ENST00000533256	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
EPS8L2	ENSG00000177106	ENST00000533500	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
EPS8L2	ENSG00000177106	ENST00000534755	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ERAP1	ENSG00000164307	ENST00000296754	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ERAP1	ENSG00000164307	ENST00000443439	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ERAP1	ENSG00000164307	ENST00000503311	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ERAP1	ENSG00000164307	ENST00000507859	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ERAP2	ENSG00000164308	ENST00000379904	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ERAP2	ENSG00000164308	ENST00000437043	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ERAP2	ENSG00000164308	ENST00000512869	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ERAP2	ENSG00000164308	ENST00000513084	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ERBB4	ENSG00000178568	ENST00000260943	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ERBB4	ENSG00000178568	ENST00000342788	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ERBB4	ENSG00000178568	ENST00000402597	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ERBB4	ENSG00000178568	ENST00000435846	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ERBB4	ENSG00000178568	ENST00000436443	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ERBB4	ENSG00000178568	ENST00000484594	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ERC1	ENSG00000082805	ENST00000347735	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ERC1	ENSG00000082805	ENST00000355446	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ERC1	ENSG00000082805	ENST00000360905	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ERC1	ENSG00000082805	ENST00000397203	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ERC1	ENSG00000082805	ENST00000440394	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ERC1	ENSG00000082805	ENST00000536573	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ERC1	ENSG00000082805	ENST00000538971	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ERC1	ENSG00000082805	ENST00000541503	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ERC1	ENSG00000082805	ENST00000542302	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ERC1	ENSG00000082805	ENST00000543086	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ERC1	ENSG00000082805	ENST00000545948	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ERC1	ENSG00000082805	ENST00000546231	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ERC1	ENSG00000082805	ENST00000589028	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ERV3-1	ENSG00000213462	ENST00000394323	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ERV3-1	ENSG00000213462	ENST00000528878	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ERV3-1	ENSG00000213462	ENST00000535538	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ERVK13-1	ENSG00000260565	ENST00000564340	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ESRRG	ENSG00000196482	ENST00000359162	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ESRRG	ENSG00000196482	ENST00000360012	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ESRRG	ENSG00000196482	ENST00000361395	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ESRRG	ENSG00000196482	ENST00000361525	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ESRRG	ENSG00000196482	ENST00000366937	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ESRRG	ENSG00000196482	ENST00000366938	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ESRRG	ENSG00000196482	ENST00000366940	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ESRRG	ENSG00000196482	ENST00000391890	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ESRRG	ENSG00000196482	ENST00000408911	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ESRRG	ENSG00000196482	ENST00000463665	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ESRRG	ENSG00000196482	ENST00000475275	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ESRRG	ENSG00000196482	ENST00000487276	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ESRRG	ENSG00000196482	ENST00000493603	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ESRRG	ENSG00000196482	ENST00000493748	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ESRRG	ENSG00000196482	ENST00000586199	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ETFB	ENSG00000105379	ENST00000309244	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ETFB	ENSG00000105379	ENST00000354232	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ETFB	ENSG00000105379	ENST00000594361	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ETFB	ENSG00000105379	ENST00000596253	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
EVL	ENSG00000196405	ENST00000402714	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EYA2	ENSG00000064655	ENST00000327619	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EYA2	ENSG00000064655	ENST00000357410	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EYA2	ENSG00000064655	ENST00000497062	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EYS	ENSG00000188107	ENST00000342421	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EYS	ENSG00000188107	ENST00000370616	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EYS	ENSG00000188107	ENST00000370618	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
EYS	ENSG00000188107	ENST00000370621	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
EYS	ENSG00000188107	ENST00000393380	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
EYS	ENSG00000188107	ENST00000489873	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EYS	ENSG00000188107	ENST00000503581	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
F8	ENSG00000185010	ENST00000423959	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
F8	ENSG00000185010	ENST00000453950	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FABP5P10	ENSG00000213201	ENST00000435729	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
FAM107B	ENSG00000065809	ENST00000181796	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM107B	ENSG00000065809	ENST00000487335	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM120B	ENSG00000112584	ENST00000252510	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM120B	ENSG00000112584	ENST00000476287	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM120B	ENSG00000112584	ENST00000537664	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM120B	ENSG00000112584	ENST00000540480	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM120C	ENSG00000184083	ENST00000328235	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM120C	ENSG00000184083	ENST00000375180	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM157B	ENSG00000233013	ENST00000446912	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
FAM157B	ENSG00000233013	ENST00000540522	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
FAM181A-AS1	ENSG00000258584	ENST00000554742	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
FAM181B	ENSG00000182103	ENST00000329203	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
FAM184A	ENSG00000111879	ENST00000352896	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM184A	ENSG00000111879	ENST00000368475	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM230C	ENSG00000206142	ENST00000411581	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FAM230C	ENSG00000206142	ENST00000416405	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FAM230C	ENSG00000206142	ENST00000416615	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FAM230C	ENSG00000206142	ENST00000431488	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FAM230C	ENSG00000206142	ENST00000447720	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FAM230C	ENSG00000206142	ENST00000451574	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FAM230C	ENSG00000206142	ENST00000452952	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FAM230C	ENSG00000206142	ENST00000453273	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FAM231B	ENSG00000268674	ENST00000601199	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FAM3A	ENSG00000071889	ENST00000322269	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM3A	ENSG00000071889	ENST00000359889	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM3A	ENSG00000071889	ENST00000369641	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM3A	ENSG00000071889	ENST00000369643	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM3A	ENSG00000071889	ENST00000393572	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM3A	ENSG00000071889	ENST00000412894	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM3A	ENSG00000071889	ENST00000416319	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM3A	ENSG00000071889	ENST00000419205	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM3A	ENSG00000071889	ENST00000421517	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM3A	ENSG00000071889	ENST00000426266	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM3A	ENSG00000071889	ENST00000433619	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM3A	ENSG00000071889	ENST00000434658	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM3A	ENSG00000071889	ENST00000440318	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM3A	ENSG00000071889	ENST00000442929	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM3A	ENSG00000071889	ENST00000447601	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM3A	ENSG00000071889	ENST00000449971	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM3A	ENSG00000071889	ENST00000457212	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM3A	ENSG00000071889	ENST00000469041	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FAM3A	ENSG00000071889	ENST00000492763	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM3A	ENSG00000071889	ENST00000497506	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM98B	ENSG00000171262	ENST00000397609	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FAM98B	ENSG00000171262	ENST00000491535	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FARP2	ENSG00000006607	ENST00000264042	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
FARP2	ENSG00000006607	ENST00000373287	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
FARP2	ENSG00000006607	ENST00000422951	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FARP2	ENSG00000006607	ENST00000473510	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FARP2	ENSG00000006607	ENST00000476799	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FARP2	ENSG00000006607	ENST00000478489	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FARP2	ENSG00000006607	ENST00000479427	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FARP2	ENSG00000006607	ENST00000496470	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FARP2	ENSG00000006607	ENST00000545004	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
FBXL17	ENSG00000145743	ENST00000359660	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FBXL17	ENSG00000145743	ENST00000481160	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FBXL17	ENSG00000145743	ENST00000496714	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FBXL17	ENSG00000145743	ENST00000542267	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FBXO11	ENSG00000138081	ENST00000316377	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
FBXO11	ENSG00000138081	ENST00000402508	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
FBXO11	ENSG00000138081	ENST00000403359	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
FBXO11	ENSG00000138081	ENST00000405808	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FBXO11	ENSG00000138081	ENST00000434234	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FBXO11	ENSG00000138081	ENST00000434523	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
FBXO11	ENSG00000138081	ENST00000465204	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
FBXO11	ENSG00000138081	ENST00000470899	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
FBXO42	ENSG00000037637	ENST00000375592	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FBXO42	ENSG00000037637	ENST00000444116	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FBXO42	ENSG00000037637	ENST00000456164	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FGF7P2	ENSG00000185390	ENST00000332473	unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FHIT	ENSG00000189283	ENST00000341848	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FHIT	ENSG00000189283	ENST00000468189	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
FHIT	ENSG00000189283	ENST00000476844	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
FHIT	ENSG00000189283	ENST00000488467	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
FHIT	ENSG00000189283	ENST00000490952	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FHIT	ENSG00000189283	ENST00000492590	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
FMN1	ENSG00000248905	ENST00000334528	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FMN1	ENSG00000248905	ENST00000559047	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FMN1	ENSG00000248905	ENST00000561249	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FNIP2	ENSG00000052795	ENST00000264433	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FNIP2	ENSG00000052795	ENST00000379346	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FNIP2	ENSG00000052795	ENST00000505130	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FOXJ3	ENSG00000198815	ENST00000361346	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FOXJ3	ENSG00000198815	ENST00000361776	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FOXJ3	ENSG00000198815	ENST00000372572	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FOXJ3	ENSG00000198815	ENST00000372573	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FOXJ3	ENSG00000198815	ENST00000445886	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FOXJ3	ENSG00000198815	ENST00000545068	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FOXN2	ENSG00000170802	ENST00000340553	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FOXN2	ENSG00000170802	ENST00000413569	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FOXO3	ENSG00000118689	ENST00000343882	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
